CASE_STATUS,RECEIVED_DATE,DECISION_DATE,VISA_CLASS,JOB_TITLE,FULL_TIME_POSITION,EMPLOYER_STATE,WORKSITE_STATE,WAGE_RATE_OF_PAY_FROM,PREVAILING_WAGE,processing_days
Certified,2021-12-13,2021-12-20,H-1B,TECHNICAL WRITER,Y,NJ,CT,72925.0,72925.0,7
Certified,2021-12-13,2021-12-20,H-1B,IT Specialist,Y,NC,NY,94099.0,94099.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Developer,Y,NJ,NH,92851.0,92851.0,7
Certified,2021-12-13,2021-12-20,E-3 Australian,CHIEF EXECUTIVE OFFICER ,Y,NY,NY,375000.0,208000.0,7
Certified,2021-12-13,2021-12-20,H-1B,Technical Project Lead,Y,NJ,TN,82500.0,53102.0,7
Certified,2021-12-13,2021-12-20,H-1B,Backend Engineer - Ads Platform,Y,CA,CA,140000.0,130894.0,7
Certified,2021-12-13,2021-12-20,H-1B,Sr. Software Developer,Y,NJ,TX,100000.0,94037.0,7
Certified,2021-12-13,2021-12-20,H-1B,Project Delivery Senior Analyst,Y,PA,VA,98000.0,89669.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Vice President, Information Technology",Y,NY,NJ,160000.0,159619.0,7
Certified,2021-12-13,2021-12-20,H-1B,Computer Systems Analyst 2,Y,IL,NV,88550.0,76877.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Full Stack Engineer,Y,KY,KY,121000.0,107390.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Improvement Specialist,Y,PA,PA,80072.3,71386.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Lecturer,Y,MN,MN,63480.0,51600.0,7
Certified,2021-12-13,2021-12-20,H-1B,Salesforce Administrator,Y,MI,IL,95500.0,94411.0,7
Certified,2021-12-13,2021-12-20,E-3 Australian,Associate,Y,MA,NY,240000.0,134014.0,7
Certified,2021-12-13,2021-12-20,H-1B,Engineer - Quality,Y,NJ,NJ,105000.0,69826.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Developer Senior,Y,TX,CO,131685.0,131685.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer,Y,NY,MA,190000.0,99944.0,7
Certified,2021-12-13,2021-12-20,H-1B,Sr. Java Developer,Y,FL,FL,95056.0,95056.0,7
Certified,2021-12-13,2021-12-20,H-1B,Architect,Y,MD,TX,76856.0,76856.0,7
Certified,2021-12-13,2021-12-20,H-1B,Post Doctoral Research Associate,Y,GA,GA,55000.0,45053.0,7
Certified,2021-12-13,2021-12-20,H-1B,Electrical Designer II,Y,KY,GA,81162.0,81162.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Senior Engineer, Software",Y,WA,KS,145000.0,113485.0,7
Certified,2021-12-13,2021-12-20,H-1B,Director of Customer Support,Y,NJ,MA,216000.0,168210.0,7
Certified,2021-12-13,2021-12-20,H-1B,Associate- Procurement Services,Y,WA,CA,81972.0,68806.0,7
Certified,2021-12-13,2021-12-20,H-1B,Technical Services Engineer,Y,CA,CA,85000.0,84011.0,7
Certified,2021-12-13,2021-12-20,H-1B,RESEARCH ASSOCIATE,Y,NY,NY,41.2,36.47,7
Certified,2021-12-13,2021-12-20,H-1B,DATA ENGINEER/SYSTEMS ENGINEER,Y,NJ,WV,78000.0,48797.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Data Scientist, Small Business Group",Y,CA,NY,200000.0,132184.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Data Scientist,Y,MN,MN,75795.0,75795.0,7
Certified,2021-12-13,2021-12-20,E-3 Australian,GROUP AND EVENT MANAGER,Y,NY,NY,77250.0,74755.0,7
Certified,2021-12-13,2021-12-20,H-1B,Engineer Sr.,Y,WA,WA,160000.0,140920.0,7
Certified,2021-12-13,2021-12-20,H-1B,Programmer Analyst,Y,NY,NY,79697.68,76148.0,7
Certified,2021-12-13,2021-12-20,H-1B,Data Solution Engineer ,Y,TX,IL,101577.5,76045.0,7
Certified,2021-12-13,2021-12-20,H-1B,Sr Data Analyst,Y,WI,GA,119538.0,119538.0,7
Certified,2021-12-13,2021-12-20,H-1B,User Support Specialists - II,Y,CA,NJ,87502.0,58198.0,7
Certified,2021-12-13,2021-12-20,H-1B,Research Scientist II,Y,WA,WA,130146.0,130146.0,7
Certified,2021-12-13,2021-12-20,H-1B,SENIOR BUSINESS ANALYST,Y,VA,VA,113485.0,113485.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Senior Professional I, Software Process Engineering ",Y,NJ,CA,190000.0,184080.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Security Analyst - Governance, Risk and Compliance",Y,CA,CA,190000.0,151882.0,7
Certified,2021-12-13,2021-12-20,H-1B,Cybersecurity Project Manager,Y,DE,IL,77418.0,76045.0,7
Certified,2021-12-13,2021-12-20,H-1B1 Singapore,Management Analyst ,Y,IL,IL,75000.0,58968.0,7
Certified,2021-12-13,2021-12-20,E-3 Australian,Artistic Director,Y,CO,CO,55000.0,52000.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Software Developer,Y,MA,TX,110000.0,94037.0,7
Certified,2021-12-13,2021-12-20,H-1B,Operations Track Lead- Platforms,Y,TN,MI,135000.0,96491.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Development Engineer II,Y,WA,WA,146100.0,119350.0,7
Certified,2021-12-13,2021-12-20,H-1B,Associate,Y,DE,DE,80642.0,80642.0,7
Certified,2021-12-13,2021-12-20,H-1B,PROJECT LEAD,Y,MD,RI,114750.0,100235.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Software Development Engineer in Test,Y,NY,MO,90600.0,84094.0,7
Certified,2021-12-13,2021-12-20,H-1B,Service Continuous Improvement Engineer,Y,WI,IN,73800.0,60112.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Development Engineer I,Y,WA,CA,133500.0,104291.0,7
Certified,2021-12-13,2021-12-20,H-1B,SOFTWARE DEVELOPER,Y,GA,TX,90750.0,90750.0,7
Certified,2021-12-13,2021-12-20,H-1B,Sr. Design Engineer (20711.119),Y,NC,OR,95326.0,95326.0,7
Certified,2021-12-13,2021-12-20,H-1B,PROJECT ENGINEER,Y,GA,GA,55744.0,55744.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Associate JC60 - NSS,Y,TX,CA,109845.0,109845.0,7
Certified,2021-12-13,2021-12-20,H-1B,SOFTWARE DEVELOPMENT ENGINEER II,Y,VA,TX,154800.0,90750.0,7
Certified,2021-12-13,2021-12-20,H-1B,Lead Consultant - US ,Y,TX,CT,94598.0,94598.0,7
Certified,2021-12-13,2021-12-20,H-1B,Market Research Analyst,Y,CA,CA,48000.0,43534.0,7
Certified,2021-12-13,2021-12-20,H-1B,Warranty Manager (HVOR),Y,MA,MI,150000.0,84510.0,7
Certified,2021-12-13,2021-12-20,H-1B,PI Administrator,Y,UT,TX,125000.0,111654.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Designer,Y,TX,CA,190000.0,184080.0,7
Certified,2021-12-13,2021-12-20,H-1B,Associate Attorney,Y,CA,DC,240000.0,186077.0,7
Certified,2021-12-13,2021-12-20,H-1B,Sr Software Engineer,Y,FL,TX,99000.0,94037.0,7
Certified,2021-12-13,2021-12-20,H-1B,Automation Engineer,Y,PA,MI,84032.0,84032.0,7
Certified,2021-12-13,2021-12-20,H-1B,Java AWS Developer,N,VA,NY,48.92,48.92,7
Certified,2021-12-13,2021-12-20,E-3 Australian,Head of Growth,Y,CA,NY,335000.0,245211.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Systems Analyst JC60,Y,TX,NJ,92560.0,92560.0,7
Certified,2021-12-13,2021-12-20,H-1B,Oracle Database Administrator,Y,NC,PA,122000.0,110157.0,7
Certified,2021-12-13,2021-12-20,H-1B,SOFTWARE ENGINEER,Y,MI,MI,94037.0,80163.0,7
Certified,2021-12-13,2021-12-20,H-1B,Business Analyst II,Y,MA,MA,76200.0,71552.0,7
Certified,2021-12-13,2021-12-20,H-1B,Full Stack Developer ,Y,NJ,CO,100526.0,94016.0,7
Certified,2021-12-13,2021-12-20,H-1B,Data Analyst,Y,MI,TN,95000.0,56285.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer 3,Y,CA,CA,141372.0,136833.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer  1615.69218,Y,CA,WA,166000.0,119350.0,7
Certified,2021-12-13,2021-12-20,H-1B,Applications Consultant 4,Y,IL,TX,128315.0,128315.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Software Developer, Applications",Y,NJ,CA,96907.0,96907.0,7
Certified,2021-12-13,2021-12-20,H-1B,FOREIGN LANGUAGE INSTRUCTOR,Y,CA,CA,56560.0,56560.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Vice President, Software Engineering",Y,IL,DE,155000.0,124883.0,7
Certified,2021-12-13,2021-12-20,H-1B1 Singapore,Director of Innovation,Y,NY,NY,185000.0,159245.0,7
Certified,2021-12-13,2021-12-20,E-3 Australian,"Manager, Strategic Analytic Projects",Y,NY,NY,134400.0,118893.0,7
Certified,2021-12-13,2021-12-20,H-1B,Application Development Manager,Y,IL,IL,143756.45,125445.0,7
Certified,2021-12-13,2021-12-20,H-1B,Test Analyst - II,Y,CA,TX,82659.0,76856.0,7
Certified,2021-12-13,2021-12-20,H-1B,PROJECT ADMINISTRATOR,Y,CA,TX,80000.0,76856.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Solution Specialist,Y,PA,FL,125000.0,95888.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Illumination Engineer,Y,GA,GA,81162.0,81162.0,7
Certified,2021-12-13,2021-12-20,E-3 Australian,Chief Creative Director ,Y,NV,CA,172328.0,172328.0,7
Certified,2021-12-13,2021-12-20,H-1B,ASSISTANT VICE PRESIDENT ,Y,VA,NJ,150000.0,112112.0,7
Certified,2021-12-13,2021-12-20,H-1B,SOFTWARE ENGINEER,Y,IL,WI,79000.0,69410.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Development Engineer II,Y,WA,WA,119350.0,119350.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Product Security Engineer,Y,CA,NM,117541.0,117541.0,7
Certified,2021-12-13,2021-12-20,H-1B,Test Engineer,Y,CA,CA,113526.0,113526.0,7
Certified,2021-12-13,2021-12-20,H-1B,Sr. Financial Analyst ,Y,CA,CA,110000.0,94198.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Senior Manager, Software Development",Y,WA,WA,159100.0,153920.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Data Engineer ,Y,CA,CA,247308.0,167710.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Senior Engineer, Software Engineering",Y,IA,IA,109637.0,109637.0,7
Certified,2021-12-13,2021-12-20,H-1B,Program Manager,Y,WA,WA,144000.0,78562.0,7
Certified,2021-12-13,2021-12-20,H-1B,ARCHITECT (PATH TO LICENSURE),Y,NY,NY,70000.0,60403.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineering AMTS,Y,CA,CA,138000.0,121763.0,7
Certified,2021-12-13,2021-12-20,H-1B,Application Developer,Y,IL,IL,72883.0,72883.0,7
Certified,2021-12-13,2021-12-20,H-1B,Security Engineer 1615.69730,Y,CA,WA,166000.0,96741.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Technical Manager,Y,NJ,DC,121722.0,121722.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Data Scientist, Machine Learning",Y,CA,CA,170000.0,143562.0,7
Certified,2021-12-13,2021-12-20,H-1B,Database Engineer,Y,CA,NC,84531.0,84531.0,7
Certified,2021-12-13,2021-12-20,H-1B,POSTDOCTORAL APPOINTEE - COMPUTATIONAL ATMOSPHERIC MODELING,Y,NM,NM,85700.0,60507.0,7
Certified,2021-12-13,2021-12-20,H-1B,IT Consultant (Software Engineer),Y,GA,GA,42.06,42.06,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer,Y,CA,CA,200000.0,167710.0,7
Certified,2021-12-13,2021-12-20,H-1B,IT Project Managers - IV,Y,MI,OH,111824.0,108826.0,7
Certified,2021-12-13,2021-12-20,H-1B,IT Manager,Y,GA,TX,114250.0,114234.0,7
Certified,2021-12-13,2021-12-20,H-1B,Business Intelligence Developer,Y,FL,FL,125000.0,102253.0,7
Certified,2021-12-13,2021-12-20,H-1B,IT Applications Solutions Mgmt Analyst,Y,CA,CA,140000.0,133973.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Developer ,Y,CA,FL,101130.0,101130.0,7
Certified,2021-12-13,2021-12-20,H-1B,Systems Analyst,Y,NJ,NJ,135000.0,114483.0,7
Certified,2021-12-13,2021-12-20,H-1B,SIPI Engineer,Y,CA,CA,157476.0,150488.0,7
Certified,2021-12-13,2021-12-20,H-1B,Sr. Technology Product Manager,Y,WA,WA,177000.0,119475.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Solution Specialist,Y,PA,FL,125000.0,95888.0,7
Certified,2021-12-13,2021-12-20,H-1B,SECURITY ENGINEER III,Y,VA,TX,160000.0,112112.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Software Developers, Applications - KBGFJG175532-1",Y,NJ,IL,131800.0,90397.0,7
Certified,2021-12-13,2021-12-20,H-1B,Technical Lead,Y,NC,AZ,92685.0,92685.0,7
Certified,2021-12-13,2021-12-20,H-1B,Audit Senior Associate,Y,IL,TX,84300.0,68848.0,7
Certified,2021-12-13,2021-12-20,E-3 Australian,Associate Attorney,Y,NY,NY,330000.0,226304.0,7
Certified,2021-12-13,2021-12-20,H-1B,SOFTWARE DEVELOPER,Y,NJ,TX,75795.0,75795.0,7
Certified,2021-12-13,2021-12-20,H-1B,Oracle Database Administrator	 ,Y,IL,VA,81910.0,81910.0,7
Certified,2021-12-13,2021-12-20,H-1B,Program Manager,Y,WA,WA,140000.0,78562.0,7
Certified,2021-12-13,2021-12-20,H-1B,Product Marketing III,Y,WA,WA,128000.0,119870.0,7
Certified,2021-12-13,2021-12-20,H-1B,Data Base Administrator,Y,NJ,PA,120000.0,75088.0,7
Certified,2021-12-13,2021-12-20,H-1B,SOFTWARE DEVELOPER,Y,NJ,CO,94016.0,94016.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Development Engineer II,Y,WA,WA,119350.0,119350.0,7
Certified,2021-12-13,2021-12-20,H-1B,Associate Professor of Electrical Engineering,Y,FL,AZ,100804.0,80733.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer 3,Y,CA,CA,140025.6,136833.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Software Developers, Applications - KBGFJG176027-1",Y,NJ,FL,146000.0,101130.0,7
Certified,2021-12-13,2021-12-20,E-3 Australian,GEOTECHNICAL ENGINEER,Y,AK,AK,98238.0,98238.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer,Y,WA,MA,128000.0,79955.0,7
Certified,2021-12-13,2021-12-20,H-1B,Robotics and Control Software Engineer,Y,CA,CA,158000.0,146744.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Software Engineer,Y,CA,CA,180000.0,144726.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Lecturer,Y,NY,NY,69420.0,68657.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Development Engineer I,Y,WA,CA,104291.0,104291.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software/ Technical Developer,Y,WI,WI,92243.0,84302.0,7
Certified,2021-12-13,2021-12-20,H-1B,Systems Engineer,Y,CA,CA,99091.0,99091.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Software Developer, Applications",Y,NJ,PA,81640.0,81640.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Developer,Y,TX,KY,80059.0,80059.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer ,Y,CA,NH,93496.0,93496.0,7
Certified,2021-12-13,2021-12-20,H-1B,Full Stack Developer,N,TX,CO,28.05,28.05,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Software Apps Engineer,Y,CA,CA,169702.0,169702.0,7
Certified,2021-12-13,2021-12-20,H-1B,QA Engineer IV,Y,NC,NC,124950.0,92186.0,7
Certified,2021-12-13,2021-12-20,H-1B,Data Scientist II,Y,WA,WA,91021.0,91021.0,7
Certified,2021-12-13,2021-12-20,H-1B,IT Quality Control Advisor,Y,IN,VA,106912.0,106912.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Instructional Designer, ADA ",Y,OH,OH,67105.0,38667.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Manager, Strategy & Operations",Y,TX,TX,145000.0,94245.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Manager, Global Logistics",Y,CA,CA,129694.0,116210.0,7
Certified,2021-12-13,2021-12-20,E-3 Australian,Proposals Manager,Y,TX,TX,151672.4,145267.0,7
Certified,2021-12-13,2021-12-20,H-1B,PRINCIPAL DATA ANALYST,Y,VA,IL,78021.0,78021.0,7
Certified,2021-12-13,2021-12-20,H-1B,Financial Quantitative Analyst/Associate,Y,CT,CT,100000.0,99778.0,7
Certified,2021-12-13,2021-12-20,H-1B,Associate Director JC40,Y,TX,IL,111197.0,111197.0,7
Certified,2021-12-13,2021-12-20,H-1B,¿Retail Rotation Program - MBA,Y,WA,WA,169312.0,169312.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Consultant, Data Engineering",Y,TX,TX,160000.0,109928.0,7
Certified,2021-12-13,2021-12-20,H-1B,Physical Therapist,Y,NY,NY,76461.0,76461.0,7
Certified,2021-12-13,2021-12-20,H-1B,POSTDOCTORAL ASSOCIATE,Y,NY,NY,28.21,27.98,7
Certified,2021-12-13,2021-12-20,H-1B,Sr. Software Engineer,Y,IL,IL,117374.0,117374.0,7
Certified,2021-12-13,2021-12-20,H-1B,Technical Lead,N,CA,TX,33.6,33.6,7
Certified,2021-12-13,2021-12-20,E-3 Australian,Senior TAS FDD Associate,Y,IL,NY,110000.0,105706.0,7
Certified,2021-12-13,2021-12-20,H-1B,Medical Laboratory Scientist III (NYQ),Y,UT,UT,30.15,20.48,7
Certified,2021-12-13,2021-12-20,H-1B,"Supervisor, Quality Control",Y,NJ,NC,86965.0,74526.0,7
Certified,2021-12-13,2021-12-20,H-1B,FOREIGN LANGUAGE INSTRUCTOR,Y,CA,CA,56560.0,56560.0,7
Certified,2021-12-13,2021-12-20,H-1B,Principal - Systems Engineer,Y,MI,NC,145000.0,95139.0,7
Certified,2021-12-13,2021-12-20,H-1B,Mechanical Engineer,Y,OH,OH,60050.0,60050.0,7
Certified,2021-12-13,2021-12-20,H-1B,ASSISTANT SCIENTIST,Y,FL,FL,55000.0,54850.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior User Experience Researcher,Y,MA,MA,105900.0,105581.0,7
Certified,2021-12-13,2021-12-20,H-1B,Process Engineer,Y,CA,CA,107723.0,107723.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Senior Consultant, Forensic Accounting",Y,IL,NY,85155.0,85155.0,7
Certified,2021-12-13,2021-12-20,H-1B,Architect,Y,MD,CA,99091.0,99091.0,7
Certified,2021-12-13,2021-12-20,H-1B,Childhood Education (Preschool) Teacher,Y,NY,NY,61070.0,61070.0,7
Certified,2021-12-13,2021-12-20,E-3 Australian,CORPORATE PARTNERSHIPS MANAGER,Y,NY,CA,80000.0,69160.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Technical Manager,Y,CA,CA,173000.0,172245.0,7
Certified,2021-12-13,2021-12-20,H-1B,Principal Consultant - US ,Y,TX,TX,123240.0,123240.0,7
Certified,2021-12-13,2021-12-20,H-1B,Research Analyst,Y,NY,DC,84000.0,63045.0,7
Certified,2021-12-13,2021-12-20,H-1B,Staff Quality Engineer,Y,CA,CA,167710.0,167710.0,7
Certified,2021-12-13,2021-12-20,H-1B,Sr. Mechanical Design Engineer - Lighting,Y,CA,CA,140000.0,108098.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Manager, Analytics Solutions and Data Science",Y,WI,NV,111425.6,110739.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer in Test,Y,IL,IL,120000.0,62629.0,7
Certified,2021-12-13,2021-12-20,H-1B,Database Admin Senior,Y,VA,VA,138445.0,138445.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Programmer/Analyst, Sr.",Y,CA,IL,125445.0,125445.0,7
Certified,2021-12-13,2021-12-20,H-1B,Virtual Construction Engineer ,Y,CA,CA,103000.0,102190.0,7
Certified,2021-12-13,2021-12-20,H-1B,Postdoctoral Research Associate,Y,IL,IL,72000.0,39998.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Manager, Validation and Quality Control ",Y,NJ,NJ,123190.88,105144.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineering MTS,Y,CA,CA,158000.0,121763.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer,Y,CA,CA,121763.0,121763.0,7
Certified,2021-12-13,2021-12-20,H-1B,Principal Software Engineer - Data Path,Y,MA,MA,140000.12,139922.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Associate Principal, Strategy/ Life Sciences",Y,NC,NY,190000.0,146099.0,7
Certified,2021-12-13,2021-12-20,H-1B,DAT EMBEDDED SOFTWARE ENGINEER - BSP,Y,MI,MI,96450.0,96450.0,7
Certified,2021-12-13,2021-12-20,H-1B,Research Scientist,Y,MA,NV,5000.0,3974.53,7
Certified,2021-12-13,2021-12-20,H-1B,SOFTWARE DEVELOPMENT ENGINEER II,Y,VA,WA,154100.0,119350.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Business Analyst,Y,CA,CA,140000.0,93725.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Software Engineer,Y,AR,TX,140000.0,111176.0,7
Certified,2021-12-13,2021-12-20,H-1B,IT Java Developr ,Y,FL,FL,85000.0,81494.0,7
Certified,2021-12-13,2021-12-20,H-1B,DB ARCHITECT 2,Y,NJ,TX,92000.0,76856.0,7
Certified,2021-12-13,2021-12-20,H-1B,SOFTWARE ENGINEER,Y,MI,MI,90397.0,80163.0,7
Certified,2021-12-13,2021-12-20,H-1B,SENIOR FULL STACK ENGINEER,Y,CA,CA,65.0,62.93,7
Certified,2021-12-13,2021-12-20,E-3 Australian,SAP BW/HANA Lead Developer&Architect,Y,TX,TX,110000.0,109138.0,7
Certified,2021-12-13,2021-12-20,H-1B,Battery Algorithm Development Engineer,Y,CA,CA,160000.0,150488.0,7
Certified,2021-12-13,2021-12-20,H-1B,Technical Program Manager III,Y,WA,WA,160000.0,140920.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Consultant,Y,PA,IL,125000.0,98280.0,7
Certified,2021-12-13,2021-12-20,H-1B,Data Engineer-Data & Integration,Y,MA,NY,123614.0,123614.0,7
Certified,2021-12-13,2021-12-20,H-1B,Specialist Programmer ,Y,TX,TX,89565.0,89565.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior BI Engineer,Y,NC,NC,128000.0,85842.0,7
Certified,2021-12-13,2021-12-20,H-1B,Manager JC50,Y,TX,GA,94203.0,94203.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer - 1615.17398,Y,CA,CA,190000.0,157477.0,7
Certified,2021-12-13,2021-12-20,H-1B,ServiceNow Implementation Specialist- Application Consultant,Y,NC,FL,101026.0,101026.0,7
Certified,2021-12-13,2021-12-20,H-1B,Fund Accounting Analyst,Y,TX,TX,85000.0,68786.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Software Engineer (.NET),Y,NY,GA,175000.0,122616.0,7
Certified,2021-12-13,2021-12-20,H-1B,Engineer,Y,CA,TX,110822.0,110822.0,7
Certified,2021-12-13,2021-12-20,H-1B,Research Scientist II,Y,WA,WA,130146.0,130146.0,7
Certified,2021-12-13,2021-12-20,H-1B,Marketing Specialist,Y,VA,IN,50000.0,48485.0,7
Certified,2021-12-13,2021-12-20,H-1B,TEST ENGINEER,Y,TX,CA,97312.0,97312.0,7
Certified,2021-12-13,2021-12-20,H-1B,Data Scientist ,Y,CA,WA,119475.0,119475.0,7
Certified,2021-12-13,2021-12-20,H-1B,SOFTWARE ENGINEER,Y,MN,TX,115000.0,111176.0,7
Certified,2021-12-13,2021-12-20,H-1B,Engineering Project Manager,Y,CA,TX,135000.0,109138.0,7
Certified,2021-12-13,2021-12-20,H-1B,Tax Senior,Y,PA,NJ,74544.0,74544.0,7
Certified,2021-12-13,2021-12-20,H-1B,"Vice President, Technology Data Strategy",Y,NJ,NY,200000.0,118893.0,7
Certified,2021-12-13,2021-12-20,H-1B,Lead Consultant - US ,Y,TX,CA,133973.0,133973.0,7
Certified,2021-12-13,2021-12-20,H-1B,Sales Operations II,Y,WA,TX,116000.0,71469.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Software Test Automation Engineering Lead,N,WA,WA,75.0,57.44,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Business Intelligence Developer,Y,FL,FL,100000.0,81890.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Engineer,Y,NJ,MI,80163.0,80163.0,7
Certified,2021-12-13,2021-12-20,H-1B,BI Architect,Y,FL,TX,92685.0,92685.0,7
Certified,2021-12-13,2021-12-20,H-1B,Applications Consultant 2,Y,IL,PA,130000.0,76003.0,7
Certified,2021-12-13,2021-12-20,H-1B,Electrical Specialist 5,Y,TX,TX,129771.0,129771.0,7
Certified,2021-12-13,2021-12-20,H-1B,Firmware Development Manager,Y,FL,FL,155000.0,95888.0,7
Certified,2021-12-13,2021-12-20,H-1B,Emerging Technology Developer - Specialist,Y,NJ,AR,78520.0,78520.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Solution Specialist ,Y,PA,PA,130000.0,88442.0,7
Certified,2021-12-13,2021-12-20,H-1B,Senior Solution Specialist,Y,PA,FL,115600.0,86528.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Development Engineer I,Y,WA,WA,97760.0,97760.0,7
Certified,2021-12-13,2021-12-20,H-1B,CONSTRUCTION MANAGER,Y,TX,TX,130000.0,99902.0,7
Certified,2021-12-13,2021-12-20,H-1B,PeopleSoft Application Developer,Y,NC,TX,99930.0,99861.0,7
Certified,2021-12-13,2021-12-20,H-1B,Customer Support Team Lead,Y,WI,NY,70000.0,45282.0,7
Certified,2021-12-13,2021-12-20,H-1B,SAP Quality Manager,Y,MI,IL,56618.0,56618.0,7
Certified,2021-12-13,2021-12-20,H-1B,Clinical Scientist,Y,CA,CA,134400.0,109928.0,7
Certified,2021-12-13,2021-12-20,H-1B,Manager Engineering,Y,MI,MI,117479.88,83200.0,7
Certified,2021-12-13,2021-12-20,H-1B,Software Development Engineering – Advisor II,Y,WI,GA,122616.0,122616.0,7
Certified,2021-12-13,2021-12-20,H-1B,Regional Director of Operations,Y,GA,GA,155936.0,86507.0,7
Certified,2021-12-13,2021-12-20,H-1B,POSTDOCTORAL RESEARCH ASSOCIATE ,Y,TX,TX,50240.0,43264.0,7
Certified,2021-12-13,2021-12-20,H-1B,System Architect - III,Y,CA,TX,95555.0,95555.0,7
Certified,2021-12-13,2021-12-20,H-1B,Automation Developer,Y,TX,TX,110000.0,94037.0,7
Certified,2021-12-13,2021-12-20,H-1B,"SR PROFESSIONAL, SOFTWARE ENGINEER",Y,CA,WI,115743.0,104373.0,7
Certified,2021-12-13,2021-12-20,H-1B,LEAD CLINICAL SYSTEMS ANALYST,Y,CA,CA,118290.0,97822.0,7
Certified,2021-12-13,2021-12-20,H-1B,CRYSTAL REPORTS DEVELOPER II,Y,IL,IL,90397.0,90397.0,7
Certified,2021-12-13,2021-12-20,H-1B,Data Engineer,Y,MI,NV,87750.0,72114.0,7
